artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,World/Traditional, blues, classical,R&B,metal,hip hop, latin, hip hop,country, jazz, R&B, pop,rock,pop,latin, Dance/Electronic, Folk/Acoustic,Dance/Electronic, easy listening,set(), country,easy listening, metal,Folk/Acoustic, rock,cat,cluster
Tyga,Faded,0.2523696874006456,1.0,2012,0.651685393258427,0.8297872340425532,0.6483423366168839,0.09090909090909091,0.5966992785848404,1.0,0.29811866859623737,0.010533813779943212,0.0,0.3950691521346963,0.3218526045566371,0.23240426434708814,"hip hop, pop",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4
Ellie Goulding,Lights - Single Version,0.2636509621550549,0.0,2010,0.7078651685393258,0.6536643026004729,0.7839211947886877,0.7272727272727273,0.7087656883091215,0.0,0.024421128798842267,0.03041125399188181,0.039695431472081225,0.13168971737823212,0.7935608086426357,0.3977206428344118,"pop, rock, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0,1
Disclosure,Latch,0.38429890124102106,0.0,2013,0.8314606741573034,0.44208037825059104,0.7118949263849168,0.09090909090909091,0.7440458543334322,1.0,0.2601302460202605,0.016271631573080127,9.593908629441625e-05,0.08177991581479255,0.5165258316397476,0.41082794102047315,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0,1
Demi Lovato,Give Your Heart a Break,0.24881313553156978,0.0,2011,0.797752808988764,0.6170212765957447,0.6780002118419659,0.5454545454545454,0.8546299041407254,1.0,0.0461287988422576,0.23564070112854682,0.0,0.14732411304870716,0.5678682212001283,0.4176103214172059,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Arctic Monkeys,Why'd You Only Call Me When You're High?,0.12966056484510138,0.0,2013,0.9438202247191011,0.6643026004728132,0.610210782756064,0.18181818181818182,0.6935467931613796,1.0,0.024602026049204057,0.04946900594765799,1.1472081218274112e-05,0.09921828021647623,0.814953470959461,0.21205712315688985,rock,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,7
Eminem,Berzerk,0.33880467524909336,1.0,2013,0.7415730337078652,0.7210401891252955,0.8654803516576633,1.0,0.8130744144678327,0.0,0.5604196816208394,0.022214371430257646,0.0,0.2868310282621768,0.6908760295218741,0.23247719316855844,hip hop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,4
Imagine Dragons,Demons,0.17380222338378967,0.0,2012,0.9101123595505618,0.4444444444444445,0.6938883592839742,0.2727272727272727,0.8646605395790098,1.0,0.016099855282199708,0.19465628832042597,0.0002538071065989848,0.29765484064942876,0.4170499518665098,0.19835976450620563,rock,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,7
Ellie Goulding,Burn,0.3185026916631191,0.0,2014,0.7865168539325843,0.5082742316784871,0.7648554178582777,0.09090909090909091,0.7650459531574266,1.0,0.03617945007235891,0.31760952674478843,0.0,0.100420926037282,0.31115627339822444,0.1789872175665642,"pop, rock, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.8888888888888888,1
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,0.16665409299844267,0.0,2013,0.30337078651685395,0.6524822695035462,0.8262895879673763,0.0,0.7317422670224331,0.0,0.04667149059334299,0.001783641645409418,0.0018578680203045685,0.3998797354179194,0.46090490961600167,0.42449878009971354,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6666666666666666,1
Wale,Bad (feat. Rihanna) - Remix,0.33902022384721914,1.0,2013,0.6853932584269663,0.8014184397163121,0.6854146806482364,0.5454545454545454,0.6878150014823599,0.0,0.09334298118668598,0.3145356957841794,0.0,0.10763680096211665,0.43737298106749384,0.3581401824546515,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,4
Olly Murs,Dear Darlin',0.25158024066000984,0.0,2012,0.6629213483146067,0.4527186761229315,0.8188751191611058,1.0,0.7827848601640478,0.0,0.04015918958031839,0.006404634189525041,8.862944162436548e-06,0.11725796752856284,0.32292223767247835,0.42432640288532947,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1
One Direction,Best Song Ever,0.23469470235432957,0.0,2013,0.8539325842696629,0.6182033096926715,0.8707764008049995,0.09090909090909091,0.8660934874987647,1.0,0.042149059334298127,0.023238981750460665,0.0,0.06903187011425135,0.47908867258530324,0.38766309536437893,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,1
J. Cole,Power Trip (feat. Miguel),0.34530885419753954,1.0,2013,0.0,0.6359338061465721,0.5879673763372524,0.09090909090909091,0.665085482755213,1.0,0.35057887120115777,0.3299048505872247,0.00020609137055837564,0.486470234515935,0.45662637715263665,0.26501007743714866,hip hop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,4
Paramore,Still into You,0.27755384673416933,0.0,2013,0.8876404494382022,0.5591016548463357,0.9195000529604915,0.45454545454545453,0.8277003656487795,1.0,0.03762662807525326,0.0100215086198417,0.0,0.04161154539987973,0.7775163119050166,0.5038121883950355,"pop, rock",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,1
David Guetta,Lovers on the Sun (feat. Sam Martin),0.2438932387793483,0.0,2014,0.5617977528089888,0.6099290780141844,0.8856053384175405,0.5454545454545454,0.8898606581678031,0.0,0.02803907380607815,0.09547400932477361,3.939086294416244e-06,0.42994588093806374,0.5667985880842871,0.43025352710300213,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7777777777777778,4
Taylor Swift,Bad Blood,0.2665608682297533,0.0,2014,0.6067415730337079,0.6111111111111112,0.7828619849592204,0.6363636363636364,0.7120268801264947,1.0,0.30173661360347326,0.09065834081981941,6.253807106598986e-06,0.21587492483463622,0.2662316825328912,0.7305943035960539,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,0.20584621685266716,0.0,2014,0.7415730337078652,0.7458628841607565,0.8803092892702045,0.8181818181818182,0.7489870540567249,0.0,0.004703328509406661,0.022419293494298248,7.543147208121828e-06,0.7233914612146723,0.7935608086426357,0.4175705420600403,"pop, rock",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7777777777777778,1
Becky G,Shower,0.2510225086623593,0.0,2014,0.8764044943820225,0.6737588652482269,0.5021713801504077,0.18181818181818182,0.6406759561221465,1.0,0.0461287988422576,0.03246047463228785,3.644670050761421e-05,0.3168971737823211,0.088672585303241,0.39758141508433226,"pop, latin",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,9
Lorde,Team,0.21570487085944615,0.0,2013,0.8539325842696629,0.6631205673758864,0.5540726617943015,0.5454545454545454,0.6462100998122344,1.0,0.12608538350217077,0.17109025095575653,0.0,0.34095009019843653,0.4042143544764146,0.2648111806513207,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.7777777777777778,1
Klingande,Jubel - Radio Edit,0.23879012571871985,0.0,2013,0.5617977528089888,0.6583924349881798,0.4968753310030717,0.0,0.6553513193003261,1.0,0.020079594790159187,0.6649524252936124,0.05776649746192893,0.1425135297654841,0.06096908760295219,0.4304060146388035,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.7777777777777778,9
Ellie Goulding,Burn,0.3185026916631191,0.0,2014,0.7865168539325843,0.5082742316784871,0.7648554178582777,0.09090909090909091,0.7650459531574266,1.0,0.03617945007235891,0.31760952674478843,0.0,0.100420926037282,0.31115627339822444,0.1789872175665642,"pop, rock, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.8888888888888888,1
Duke Dumont,I Got U,0.46503532302651784,0.0,2014,0.7528089887640449,0.599290780141844,0.7479080605868023,0.8181818181818182,0.6305959086866292,0.0,0.021345875542691763,0.003843108389017489,0.007959390862944163,0.07648827420324714,0.4544871109209541,0.40321682401612396,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.1111111111111111,1
Disclosure,Latch,0.38429890124102106,0.0,2013,0.8314606741573034,0.44208037825059104,0.7118949263849168,0.09090909090909091,0.7440458543334322,1.0,0.2601302460202605,0.016271631573080127,9.593908629441625e-05,0.08177991581479255,0.5165258316397476,0.41082794102047315,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0,1
Alesso,Heroes (we could be),0.26099163132567776,0.0,2014,0.5842696629213483,0.4633569739952719,0.7404935917805318,0.45454545454545453,0.8088743947030338,1.0,0.0727206946454414,0.03819829242542477,0.0,0.26157546602525555,0.3357578350625735,0.4366248541423571,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1
Clean Bandit,Rather Be (feat. Jess Glynne),0.309401152107257,0.0,2014,0.8089887640449438,0.7919621749408984,0.5625463404300391,1.0,0.6808479098725171,1.0,0.0262301013024602,0.1659671993547414,2.0609137055837566e-06,0.20625375826819003,0.5464755588833031,0.40409859976662776,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.8888888888888888,1
Wiz Khalifa,See You Again (feat. Charlie Puth),0.3139600049576178,0.0,2015,0.9101123595505618,0.6619385342789598,0.45132930833598134,0.9090909090909091,0.6428994959976282,1.0,0.1054630969609262,0.37806153563676664,1.0456852791878173e-06,0.052194828622970535,0.26195315006952613,0.132637636575793,"hip hop, pop",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,4
Calvin Harris,Outside (feat. Ellie Goulding),0.30787345141804034,0.0,2014,0.8764044943820225,0.6111111111111112,0.8135790700137697,0.18181818181818182,0.8099120466449253,0.0,0.02930535455861071,0.21822232568509545,0.0,0.36139506915213465,0.4063536207080971,0.4509387928291078,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8888888888888888,4
Philip George,Wish You Were Mine - Radio Edit,0.1739477186875246,0.0,2014,0.7303370786516854,0.6205673758865249,0.8231119584789747,0.6363636363636364,0.8078861547583754,0.0,0.011034732272069468,0.012890417516410159,0.09147208121827412,0.09681298857486469,0.39458765643384314,0.4175705420600403,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6666666666666666,1
KALEO,Way down We Go,0.2871107327035722,0.0,2015,0.7078651685393258,0.5449172576832151,0.5540726617943015,0.9090909090909091,0.7271469512797707,0.0,0.053545586107091175,0.6270418434461006,0.00016446700507614215,0.07480457005411906,0.24163012086854213,0.14349740108199852,"rock, classical",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,6
Avicii,Waiting For Love,0.3168914658921287,0.0,2015,0.8876404494382022,0.5319148936170213,0.7214278148501219,0.5454545454545454,0.8227591659254867,0.0,0.05336468885672938,0.31760952674478843,0.0,0.2122669873722189,0.614932078297144,0.4507001166861143,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.8888888888888888,1
Travis Scott,Antidote,0.40332645374057646,1.0,2015,0.8202247191011236,0.6903073286052009,0.49899375066200613,0.09090909090909091,0.7643047731989328,1.0,0.01591895803183792,0.007839088637809268,0.000150253807106599,0.12327119663259171,0.09936891646165368,0.470927919804816,"hip hop, Dance/Electronic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,4
Silentó,Watch Me (Whip / Nae Nae),0.19434669914265545,0.0,2015,0.0,0.8156028368794326,0.7553225293930728,0.7272727272727273,0.5925486708172744,1.0,0.20043415340086834,0.2397391424093589,0.0,0.375826819001804,0.9903733019574286,0.5301461228386549,hip hop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,4
Zara Larsson,Never Forget You,0.27058623829975265,0.0,2017,0.8202247191011236,0.5366430260047281,0.717190975532253,1.0,0.7306057910860757,0.0,0.04070188133140376,0.0031771116808855257,1.001015228426396e-05,0.29765484064942876,0.25446571825863734,0.5699917789328524,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1
Drake,Jumpman,0.25024922806658295,1.0,2015,0.0,0.8557919621749409,0.5328884652049571,0.09090909090909091,0.6456171558454392,1.0,0.3234442836468886,0.047317324275231644,0.0,0.3842453397474444,0.658787036046636,0.544049008168028,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4
Petit Biscuit,Sunset Lover,0.33623425821644315,0.0,2015,0.797752808988764,0.7730496453900709,0.43650037072344033,0.5454545454545454,0.5455084494515268,1.0,0.04902315484804631,0.746921250909854,0.8213197969543148,0.1052315093205051,0.21168039362498664,0.2043266680810438,Dance/Electronic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3333333333333333,2
Ariana Grande,One Last Time,0.22704272712086349,0.0,2014,0.8876404494382022,0.5898345153664303,0.5699608092363097,0.7272727272727273,0.764798893171262,1.0,0.016461649782923308,0.095269087260733,1.6751269035532996e-06,0.08959711365003008,0.07048882233393945,0.4309894452105654,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,1
Adele,Hello,0.49172562818944565,0.0,2015,0.011235955056179775,0.40425531914893614,0.39836881686262043,0.45454545454545453,0.7107915801956716,0.0,0.0198986975397974,0.3370771228286458,0.0,0.07684906794948888,0.26837094876457374,0.6494709345496976,"pop, R&B",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,9
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),0.25400246803144855,0.0,2016,0.7640449438202247,0.28132387706855794,0.9110263743247538,0.8181818181818182,0.8428698487992885,0.0,0.0463096960926194,0.002234470186298747,5.898477157360406e-05,0.08298256163559832,0.34966306556851,0.3324891269757081,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,4
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.3515867071179536,1.0,2016,0.8426966292134831,0.44089834515366433,0.7743883063234828,0.8181818181818182,0.7973119873505287,0.0,0.5314761215629523,0.2612559591336223,0.0,0.7558628983764282,0.7497058508931437,0.7226715816272408,"hip hop, pop",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,4
DJ Snake,Let Me Love You,0.25042975001751333,0.0,2016,0.9101123595505618,0.6146572104018913,0.7002436182607774,0.7272727272727273,0.7482458740982311,1.0,0.021164978292329963,0.08840419811537277,2.6700507614213198e-05,0.13650030066145522,0.1335971761685742,0.26499018775856586,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,4
Calvin Harris,This Is What You Came For (feat. Rihanna),0.29411606214266084,0.0,2016,0.8876404494382022,0.5933806146572104,0.9237368922783604,0.8181818181818182,0.8759264749481175,0.0,0.018089725036179456,0.20387778120225317,0.12081218274111674,0.15213469633193025,0.45662637715263665,0.4239352392065345,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8888888888888888,4
Kevin Gates,2 Phones,0.3421833995247153,1.0,2016,0.7752808988764045,0.905437352245863,0.6631712742294249,0.6363636363636364,0.7533847218104556,0.0,0.605643994211288,0.1608441477537263,0.0,0.20144317498496694,0.5518237244625094,0.41038373819879076,"hip hop, pop",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,4
Fitz and The Tantrums,HandClap,0.21623027056737779,0.0,2016,0.7191011235955056,0.599290780141844,0.8273487977968436,0.7272727272727273,0.8652040715485719,1.0,0.03527496382054994,0.006220204331888497,0.00015939086294416242,0.07372218881539387,0.7240346561129533,0.5299737456242706,"pop, rock",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7777777777777778,1
Shawn Mendes,Treat You Better,0.20200406309107466,0.0,2017,0.9213483146067416,0.37234042553191493,0.8093422306959008,0.9090909090909091,0.8121355865204072,0.0,0.574891461649783,0.10858902142337226,0.0,0.10282621767889355,0.7582629158198738,0.15033945051447967,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,1
Drake,Pop Style,0.2692902523535213,1.0,2016,0.7078651685393258,0.6903073286052009,0.4312043215761042,0.6363636363636364,0.5181836149817176,1.0,0.18053545586107092,0.19670550896083203,2.1928934010152287e-06,0.100420926037282,0.022783185367418975,0.48420759520526147,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4
Tory Lanez,LUV,0.31157549859085104,1.0,2016,0.0,0.660756501182033,0.5148818981040144,1.0,0.6120169977270481,0.0,0.16425470332850942,0.012070729260247742,0.0,0.12206855081178593,0.22344635789924058,0.23264294049008166,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,4
Beyoncé,Sorry,0.3221373798990155,1.0,2016,0.7528089887640449,0.7635933806146572,0.5752568583836458,0.18181818181818182,0.6542148433639687,1.0,0.05481186685962374,0.0017733955422073878,4.50761421319797e-06,0.2784125075165364,0.3400363675259386,0.4638869735865068,"pop, R&B",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,9
Sam Smith,Too Good At Goodbyes,0.23710345793838544,0.0,2017,0.8876404494382022,0.6524822695035462,0.33587543692405464,0.45454545454545453,0.6066310900286589,1.0,0.03617945007235891,0.6557309324117852,0.0,0.1773902585688515,0.46839234142689057,0.21118860719210783,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,9
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),0.3720584352249519,0.0,2016,0.8426966292134831,0.6985815602836879,0.7500264802457367,0.8181818181818182,0.8126297064927364,0.0,0.0526410998552822,0.4159721174842784,0.0,0.19061936259771498,0.7529147502406675,0.2780974859446272,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,1
Maroon 5,Cold (feat. Future),0.3268471167680643,1.0,2017,0.0,0.6713947990543735,0.7002436182607774,0.8181818181818182,0.7029350726356359,0.0,0.16244573082489147,0.1208843452658085,0.0,0.02513529765484065,0.5004813349021285,0.26443990665110856,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,1
Lil Peep,Save That Shit,0.3194053014177709,1.0,2017,0.8651685393258427,0.4787234042553192,0.5593687109416375,0.18181818181818182,0.5851368712323352,1.0,0.010130246020260494,0.02682511787117124,0.0,0.48045700541190617,0.11434378008343138,0.3048292139599024,hip hop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,4
Charlie Puth,Attention,0.265326852505483,0.0,2017,0.0,0.7624113475177305,0.6049147336087279,0.2727272727272727,0.7946437394999506,0.0,0.03617945007235891,0.09926506750952478,3.1675126903553296e-05,0.0761274804570054,0.7903519092951118,0.2653415720801952,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Anne-Marie,Ciao Adios,0.23468931363937642,0.0,2017,0.6404494382022472,0.6725768321513002,0.8760724499523356,0.36363636363636365,0.8615475837533353,0.0,0.11414616497829234,0.1301058381476357,0.0,0.1545399879735418,0.4352337148358113,0.3053993847459425,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.7777777777777778,1
Kendrick Lamar,DNA.,0.1965426004860621,1.0,2017,0.0,0.599290780141844,0.4894608621968012,0.0,0.6796620219389268,1.0,0.6092619392185239,0.0040992609690682445,0.0,0.07925435959110044,0.38068242592790674,0.5297881086241646,hip hop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,4
XXXTENTACION,Jocelyn Flores,0.01652449440381952,1.0,2017,0.9325842696629213,0.8782505910165485,0.35600042368393175,0.0,0.5618144085383932,0.0,0.3958031837916064,0.48052256765706863,4.192893401015229e-06,0.33132892363199035,0.42667664990908116,0.49062533149464294,hip hop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,4
Drake,Passionfruit,0.5009888291939021,1.0,2017,0.0,0.8037825059101655,0.43226353140557144,1.0,0.4514774187172645,1.0,0.02966714905933431,0.26228056945382533,0.08629441624365483,0.1052315093205051,0.3485934324526687,0.34449586294685486,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,4
Alessia Cara,Scars To Your Beautiful,0.31584874954869513,0.0,2016,0.8539325842696629,0.22458628841607567,0.7246054443385235,0.0,0.7300128471192805,1.0,0.4500723589001448,0.029181721607638184,0.0,0.10763680096211665,0.4395122472991764,0.889400127293943,"pop, R&B",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,1
Starley,Call on Me - Ryan Riback Remix,0.2937927392454721,0.0,2016,0.5393258426966292,0.6394799054373523,0.829467217455778,0.0,0.8144579503903548,1.0,0.023516642547033294,0.061969251854134835,0.0006203045685279188,0.16536380036079376,0.7251042892287946,0.29821921077755387,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.8888888888888888,1
AJR,Weak,0.23753455513463703,0.0,2017,0.0,0.6430260047281324,0.6165660417328673,0.45454545454545453,0.7903943077379187,1.0,0.035636758321273526,0.14035194134966592,0.0,0.19542994588093807,0.6844582308268264,0.42405457727803125,rock,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,7
Lorde,Homemade Dynamite - REMIX,0.27281447193287817,1.0,2017,0.0898876404494382,0.7706855791962175,0.5222963669102849,0.0,0.7667259610633461,0.0,0.09623733719247468,0.23461609080834378,0.0,0.12687913409500903,0.14643277355866938,0.31145247692797284,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1
Cardi B,I Like It,0.37826084613602196,1.0,2018,0.8876404494382022,0.8120567375886525,0.7108357165554496,0.45454545454545453,0.8160885462990414,0.0,0.19138929088277862,0.10141674918195114,0.0,0.4215273601924233,0.654508503583271,0.5040641243237509,"hip hop, pop",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,4
Ariana Grande,no tears left to cry,0.2503596967231224,0.0,2018,0.8651685393258427,0.6737588652482269,0.6970659887723758,0.8181818181818182,0.7415258424745528,0.0,0.06548480463096962,0.04096474028997292,3.1573604060913705e-06,0.327720986169573,0.33789710129425604,0.41088098016336055,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Sheck Wes,Mo Bamba,0.19104611123385407,1.0,2018,0.8651685393258427,0.7092198581560284,0.6038555237792607,0.36363636363636365,0.7534341338076885,1.0,0.015014471780028947,0.19875472960123808,0.010010152284263961,0.2723992784125075,0.23842122152101833,0.5702702344330115,hip hop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,4
Migos,Walk It Talk It,0.43957633923038375,1.0,2018,0.8426966292134831,0.9196217494089836,0.6123292024149984,0.18181818181818182,0.7594129854728728,1.0,0.2908827785817656,0.08973619153163669,2.6395939086294416e-06,0.10162357185808778,0.381752059043748,0.5694746472896997,"hip hop, pop",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4
Jonas Blue,Rise,0.21933955909534253,0.0,2018,0.7865168539325843,0.6595744680851064,0.7733290964940155,0.09090909090909091,0.7838719241031722,1.0,0.018270622286541256,0.3350279021882398,0.0,0.21828021647624776,0.6598566691624773,0.3051540787100881,"pop, Dance/Electronic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.7777777777777778,1
Migos,Stir Fry,0.20824150064934016,1.0,2018,0.8089887640449438,0.8132387706855791,0.8061646012074991,0.18181818181818182,0.7467141021840102,1.0,0.44464544138929096,0.002675052623986046,0.0,0.16536380036079376,0.5026206011338111,0.8086016229977724,"hip hop, pop",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,4
Camila Cabello,Never Be the Same,0.3070840046774046,0.0,2018,0.8314606741573034,0.6004728132387707,0.6970659887723758,0.0,0.7995355272260104,1.0,0.09316208393632418,0.18543479543859878,0.0006467005076142132,0.13890559230306676,0.2191678254358755,0.4634560305505463,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,1
Dua Lipa,IDGAF,0.2827620397363841,1.0,2017,0.8764044943820225,0.8356973995271867,0.518059527592416,0.6363636363636364,0.7184010277695424,1.0,0.1286179450072359,0.04127212338603383,0.0,0.07324113048707157,0.5047598673654936,0.24536570489020904,pop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1
